T09,Health Personnel,,,,,
768,Togo,2004,Health personnel: Dentists (number),18.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2004,Health personnel: Dentists (per 1000 population),0.0033,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2004,Health personnel: Nurses and midwives (number),1937.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2004,Health personnel: Nurses and midwives personnel (per 1000 population),0.3543,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2008,Health personnel: Physicians (number),349.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2008,Health personnel: Physicians (per 1000 population),0.5700,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2008,Health personnel: Dentists (number),15.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2008,Health personnel: Dentists (per 1000 population),0.0024,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2008,Health personnel: Pharmacists (number),11.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2008,Health personnel: Pharmacists (per 1000 population),0.0018,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2008,Health personnel: Nurses and midwives (number),1816.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2008,Health personnel: Nurses and midwives personnel (per 1000 population),0.2985,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2010,Health personnel: Physicians (number),1640.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2010,Health personnel: Physicians (per 1000 population),2.5500,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2010,Health personnel: Dentists (number),66.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2010,Health personnel: Dentists (per 1000 population),0.0101,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2010,Health personnel: Nurses and midwives (number),9386.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2010,Health personnel: Nurses and midwives personnel (per 1000 population),1.4616,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2015,Health personnel: Physicians (number),361.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2015,Health personnel: Physicians (per 1000 population),0.4900,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2015,Health personnel: Dentists (number),18.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2015,Health personnel: Dentists (per 1000 population),0.0024,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2015,Health personnel: Pharmacists (number),17.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2015,Health personnel: Pharmacists (per 1000 population),0.0023,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2015,Health personnel: Nurses and midwives (number),2210.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2015,Health personnel: Nurses and midwives personnel (per 1000 population),0.3018,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2017,Health personnel: Physicians (number),230.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2017,Health personnel: Physicians (per 1000 population),0.3000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2017,Health personnel: Pharmacists (number),218.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2017,Health personnel: Pharmacists (per 1000 population),0.0283,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2017,Health personnel: Nurses and midwives (number),3234.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2017,Health personnel: Nurses and midwives personnel (per 1000 population),0.4201,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2018,Health personnel: Physicians (number),611.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2018,Health personnel: Physicians (per 1000 population),0.7700,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2018,Health personnel: Pharmacists (number),213.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2018,Health personnel: Pharmacists (per 1000 population),0.0270,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2018,Health personnel: Nurses and midwives personnel (per 1000 population),0.4102,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2001,Health personnel: Physicians (number),35.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2001,Health personnel: Physicians (per 1000 population),3.5500,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2001,Health personnel: Dentists (number),33.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2001,Health personnel: Dentists (per 1000 population),0.3347,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2001,Health personnel: Pharmacists (number),17.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2001,Health personnel: Pharmacists (per 1000 population),0.1726,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2001,Health personnel: Nurses and midwives (number),341.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2001,Health personnel: Nurses and midwives personnel (per 1000 population),3.4619,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2002,Health personnel: Physicians (number),30.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2002,Health personnel: Physicians (per 1000 population),3.0300,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2002,Health personnel: Nurses and midwives (number),350.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2002,Health personnel: Nurses and midwives personnel (per 1000 population),3.5354,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2003,Health personnel: Dentists (number),23.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2003,Health personnel: Dentists (per 1000 population),0.2305,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2010,Health personnel: Physicians (number),58.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2010,Health personnel: Physicians (per 1000 population),5.5800,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2010,Health personnel: Dentists (number),10.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
776,Tonga,2010,Health personnel: Dentists (per 1000 population),0.0961,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
